"Name"	"URN"	"folioURN"	"ROI"	"LabelText"
"Joseph Lord's specimen labels: 284-55. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_55"	"urn:cite:botcar:LordFolios.HS284_055"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_055_2324@0.5125,0.1829,0.2893,0.0789"	"This Scabius with a white flower, I have yet met with nowhere but in a piece of ground belonging to myself, which is a piece of upland between two brooks. Gathered, Sept. 7, 1704."
"Joseph Lord's specimen labels: 284-57. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_57"	"urn:cite:botcar:LordFolios.HS284_057"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_057_2325@0.3754,0.8396,0.4054,0.1511"	"The Branches of this plant lean toward the ground, &amp; so spread, yet raise themselves a little. The flowers are yellow of the shape of Pease flowers. Gathered, June 15, 1704. It is still to be found in flower July 28."
"Joseph Lord's specimen labels: 284-59. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_59"	"urn:cite:botcar:LordFolios.HS284_059"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_057_2325@0.3754,0.8396,0.4054,0.1511"	"This grows in high light land; bears a red flower, after which comes a bud. Gathered Jun 15, 1704."
"Joseph Lord's specimen labels: 284-61. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_61"	"urn:cite:botcar:LordFolios.HS284_061"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_061_2329@0.4284,0.8118,0.4635,0.1478"	"This has some resemblance of Sena, both in leaves &amp; flowers, &amp; is common in high &amp; low land that is not wet, growing by fence sides and in places that are overrun with brush &amp; weeds. Gathered Aug. 3, 1704. It grows sometimes about 3 or 4 foot high; but commonly it's branches lean toward the Earth &amp; spread 3 or 4 feet broad. It's Root &amp; part of the stalk is put in with it."
"Joseph Lord's specimen labels: 284-63. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_63"	"urn:cite:botcar:LordFolios.HS284_063"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_063_2331@0.4905,0.5997,0.3093,0.1047"	"This plant grows in woody low ground, that is moist &amp; grassy. It was gathered June 2d, 1704."
"Joseph Lord's specimen labels: 284-65. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_65"	"urn:cite:botcar:LordFolios.HS284_065"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_065_2332@0.2523,0.5414,0.3293,0.0861"	"This plant is common in high light ground. After the flower come forth short cods, about an inch long containing seed like pulse. It's root consist of fibres swelling out in many places into rough clogs, as big as a goose quill, or bigger, somewhat flat, with the hogs root much after. It was gathered June 2. It was then beginning to flower."
"Joseph Lord's specimen labels: 284-67. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_67"	"urn:cite:botcar:LordFolios.HS284_067"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_067_2334@0.1732,0.7078,0.5005,0.0987"	"These three leaved plants, have small flowers, of a pale purplish color, inclining to red, some more blew; all of the shape of pease flowers, small considering the bigness of the plant. Grow chiefly in dry cleared ground. gathered Sept. 7, 1704 (two sorts). The several sorts are distinguished by their leaves.  "
"Joseph Lord's specimen labels: 284-71a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_71a"	"urn:cite:botcar:LordFolios.HS284_071"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_071_detail_2339@0.3393,0.3807,0.2873,0.3927"	"This is commonly called wild Mary-gold among ???. It grows in wett swampy Grounds &amp; other moist grassy places. Gathered Jun. 3, 1704.  "
"Joseph Lord's specimen labels: 284-71b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_71b"	"urn:cite:botcar:LordFolios.HS284_071"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_071_detail_2340@0.3063,0.4639,0.3814,0.4135"	"This I have sent you already, of else it is long since put into this present box; but I now send it again, to shew you it is to be found still in flower. July 14, 1704. Be pleased to let me know what is the name of it."
"Joseph Lord's specimen labels: 284-73a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_73a"	"urn:cite:botcar:LordFolios.HS284_073"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_073_detail_2343@0.1552,0.4894,0.3784,0.2341"	"This has been in flower near a month; some I found in the flower this day, Jun. 15, 1704. It grows in low ground usually where it is grassy. Gathered Jun. 2."
"Joseph Lord's specimen labels: 284-73b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_73b"	"urn:cite:botcar:LordFolios.HS284_073"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_073_detail_2343@0.5285,0.4653,0.2432,0.1858"	"This grows commonly about in high ground. It was gathered in May, &amp; is yet in flower. June 15, 1704."
"Joseph Lord's specimen labels: 284-75a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_75a"	"urn:cite:botcar:LordFolios.HS284_075"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_075_2344@0.5185,0.2465,0.2813,0.1107"	"This plant, when I gathered it, with some more specimens of the same (which were eaten by some worm or other insect &amp; so spoiled) about the middle of April; had a great white flower on it (the faded leaves whereof you may see) standing on the top of the stalk, &amp; 2 or 3 narrow grasslike leaves, somewhat thick, of a dark green color, smooth &amp; shineing. They grow in wet low ground, in wet places on our Savannas, &amp; in swamps sometimes; are in flower the most part of April."
"Joseph Lord's specimen labels: 284-75b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_75b"	"urn:cite:botcar:LordFolios.HS284_075"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_075_2344@0.3544,0.719,0.3604,0.1173"	"This plant spreads on the ground, only it has a stalk rising from among the leaves which bears divers yellow blossoms after which succeed short cods, when they are ripe black with a blewish dust on them, which have seed in them that rattle. Gathered in the beginning of June, or end of May, 1704. Are in seed now, Jun. 15."
"Joseph Lord's specimen labels: 284-75c. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_75c"	"urn:cite:botcar:LordFolios.HS284_075"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_075_2344@0.1892,0.1796,0.2893,0.0729"	"Grows in ground somewhat moist, &amp; usually in a good soil. The flowers bell-fashioned of a pale color inclineing to purple &amp; hanging downward. Gathered, May 19, 1704."
"Joseph Lord's specimen labels: 284-77a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_77a"	"urn:cite:botcar:LordFolios.HS284_077"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_077_detail_2348@0.1361,0.4094,0.6066,0.2613"	"This red flowered small Centaury grows in our plantations, after they are laid down. This was gathered, Aug. 18, 1704, but this was the only stalk I then found., it haveing been pretty generally in flower a month befor. There are also with us commonly a white flowered, &amp; yellow-flowered Centaury, which I doubt it is too late to look for this year."
"Joseph Lord's specimen labels: 284-77b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_77b"	"urn:cite:botcar:LordFolios.HS284_077"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_077_2345@0.1562,0.4228,0.3554,0.114"	"This yellow Ornithogalum or Starflower, I found in they pine woods, about the beginning of August, 1704. but could find no more but this one plant."
"Joseph Lord's specimen labels: 284-79a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_79a"	"urn:cite:botcar:LordFolios.HS284_079"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_079_2350@0.1371,0.6852,0.2513,0.0729"	"??? has square stalks like Centaury the left, &amp; the leaves are much like it, but small &amp; growing thick upon it. Its flowers are yellow or near to orange color, roundish leaves &amp; some chives in the middle. Gathered ??  31, 1704. In near grassy ground."
"Joseph Lord's specimen labels: 284-79b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_79b"	"urn:cite:botcar:LordFolios.HS284_079"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_079_2350@0.2603,0.5209,0.3534,0.1299"	"This grows in low, but dry fertile lands. Gathered May 13, 1704."
"Joseph Lord's specimen labels: 284-79c. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_79c"	"urn:cite:botcar:LordFolios.HS284_079"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_079_2350@0.4745,0.3042,0.3934,0.1617"	"This is that which the Children commonly call Sugar-grass, others Deers-grass; &amp; is accounted a sort of Tea. It differs from all the others, in that this has an hoary &amp; smooth leaf, the others a rough, hairy, &amp; not so green a leaf. A little Difference also there is in the taste, there being some acidness in the taste of the others, mixed with a sweet, which is little or nothing perceived in this. The flowers of this are the same with the others; differing from the white flowered, only in color &amp; greatness; &amp; from the short rough-leaves, in that the flowers of that are a little pointed at the outer end of their leaf, of this &amp; the rest not so. Gathered, July 31, 1704. It grows both in Pine-land &amp; Savanna's. "
"Joseph Lord's specimen labels: 284-81a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_81a"	"urn:cite:botcar:LordFolios.HS284_081"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_081_2352@0.5586,0.2644,0.1672,0.2087"	"This grows plentifully in many places where the land is low &amp; moist. Gathered, Jun. 14, 1704. Is now flowering July 26.  "
"Joseph Lord's specimen labels: 284-81b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_81b"	"urn:cite:botcar:LordFolios.HS284_081"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_081_2352@0.4314,0.6852,0.2503,0.1564"	"This I suppose to be your Linulum Carolinianum Humistratum. Gathered Sept. 7, 1704. In high ground; though I observe it most plentiful in such places as water stands in after a rain, if there be a black soil for it to grow in. I observed it in flower at least a month ago."
"Joseph Lord's specimen labels: 284-83. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_83"	"urn:cite:botcar:LordFolios.HS284_083"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_083_2353@0.1702,0.6428,0.2492,0.0835"	"[illegible]"
"Joseph Lord's specimen labels: 284-85. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_85"	"urn:cite:botcar:LordFolios.HS284_085"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_085_2354@0.3654,0.5765,0.3744,0.165"	"This bears a yellow flower somewhat like Scabious; the leaf also well resembles the same plant, some sort of it.  Grows in low moist grass[?]; gathered, Oct. 4, 1704."
"Joseph Lord's specimen labels: 284-87a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_87a"	"urn:cite:botcar:LordFolios.HS284_087"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_087_2355@0.5245,0.6481,0.3293,0.1067"	"This differs from the red flowered rough Tea in nothing, but only the flower of this is white, &amp; the plant it's self is more branched. Gathered July 24, 1704, in a moist Savanna. It had flowers which fell off with the Gathering."
"Joseph Lord's specimen labels: 284-87b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_87b"	"urn:cite:botcar:LordFolios.HS284_087"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_087_detail_2357@0.3213,0.4305,0.3654,0.2689"	"These specimens whew the white-flowered Deers-grass not to be all so branched as the other that I gathered lately. This I gathered July 31. Yet ordinarily this sort is more branched than this."
"Joseph Lord's specimen labels: 284-89a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_89a"	"urn:cite:botcar:LordFolios.HS284_089"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_089_detail_2360@0.2853,0.3535,0.3263,0.3233"	"This is the same growth &amp; taste with that sort of plant which the Children hereabouts call Sugar-grass, others Deers-grass, &amp; I think to be a species of Tea. It has also the same sort of flower (which is red, consisting of 4 leaves) &amp; seed vessel. Gathered, July 21, 1704. There is another sort with shorter leaves, but is in other respects like this."
"Joseph Lord's specimen labels: 284-89b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_89b"	"urn:cite:botcar:LordFolios.HS284_089"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_089_detail_2360@0.5796,0.3414,0.3083,0.1677"	"This is the small leaved Sugar-grass, or Deer's-grass.  Gathered, abt the beginning of Aug. or end of July 1704 in moist land."
"Joseph Lord's specimen labels: 284-91a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_91a"	"urn:cite:botcar:LordFolios.HS284_091"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_091_2361@0.3784,0.4798,0.3323,0.0689"	"This seems to be a sort of Sway-blade. It grows only in or near to fenny &amp; wet grounds. Gathered about the 5th or 6th of May, 1704, when there were but few plants in flower. They are flowering near all the month."
"Joseph Lord's specimen labels: 284-91b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.284_91b"	"urn:cite:botcar:LordFolios.HS284_091"	"urn:cite:fufolioimg:BotCarLord.Lord_HS284_091_2361@0.1291,0.615,0.2733,0.1405"	"This plant seems to be of the kindred of that which Gerard (???member?) calls Phalangium Virginianum Ephe???, having such a flower, such stalks &amp; leaves, little heads by the flowers, as if more flowers were come???; but it wants the two leaves which that other hath, manner of Cyress grass; the flowers are smaller, &amp; blew, &amp; fades not so soon. It grows in low, but wooddy ground. Gathered Jun.  13, 1704. About a month ?? weeks before I saw three Plants of the above Phalangium, &amp; not knowing how soon they would fade ??? gather them then; but the next day went to look for them, but could find but one; &amp; in that, the flower of the day before was full blown) together with the heads (I ??? about a Douzen) were sunk in between those two â€¦ that I could discern, but a little of any of them. This was in flower when I gathered it but the flowers are withered."
"Joseph Lord's specimen labels: 285-1a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.285_1a"	"urn:cite:botcar:LordFolios.HS285_001"	"urn:cite:fufolioimg:BotCarLord.Lord_HS285_001_2365@0.3674,0.0205,0.3774,0.108"	"This is a differing species of the plant which Gerard calls Hollow-Sea-Lavender (or at least Johnson upon Gerard) &amp; Limonio Congener. That which he there describes has a flower upon a Stalk by it's self; but I could never observe any that this has. It flourishes all the Summer; Springing up in April or May."
"Joseph Lord's specimen labels: 285-1b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.285_1b"	"urn:cite:botcar:LordFolios.HS285_001"	"urn:cite:fufolioimg:BotCarLord.Lord_HS285_001_2365@0.2793,0.5746,0.3173,0.2147"	"This Satyrion's flower is white. Gathered Aug. 10, 1704, in one of those that we call wet Savannas. These specimens seem to be different sorts by the roots, which are different both in shape &amp; the manner of growth."
"Joseph Lord's specimen labels: 285-1c. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.285_1c"	"urn:cite:botcar:LordFolios.HS285_001"	"urn:cite:fufolioimg:BotCarLord.Lord_HS285_001_2365@0.4464,0.6415,0.3233,0.2545"	"This Orchis has a flower of an Orange coulor (as it were) a little faded. Gathered Aug. 10, 1704. In Savanna ground."
"Joseph Lord's specimen labels: 285-4a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.285_4a"	"urn:cite:botcar:LordFolios.HS285_004"	"urn:cite:fufolioimg:BotCarLord.Lord_HS285_004_2367@0.5566,0.2744,0.2573,0.2134"	"This is a low sort of Periclymenum rectum, with white flowers. Gathered about the middle of May 1704. Here are two other sorts which are past before this shews it's self. One has a pale flower, like a Damask rose in color; the other a flower almost as red as a red rose. Both grow also higher than this, which seldom grows above 2 or 3 foot high; &amp; all by brooksides or other watery places. If you have met with the Temperature &amp; use of these, please to communicate them."
"Joseph Lord's specimen labels: 285-4b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.285_4b"	"urn:cite:botcar:LordFolios.HS285_004"	"urn:cite:fufolioimg:BotCarLord.Lord_HS285_004_2367@0.2412,0.729,0.3483,0.1537"	"This plant grows in moist fertile ground that has a deep loose (or light) soil. It has three leaves at the top of the stalk, amidst which stands upright one dark reddish purple flower, when it is full; but greenish before it is full blown. You may see the flower in it's perfection in one of the samples, &amp; the shape &amp; manner of standing of the leaves, in the other. Gathered May 3d, 1704. Those spots in the leaves that now (dried) look most green, when they are fresh look of the color of the liver of a beast, before it be sodden[?], as it is when taken out of the beast."
"Joseph Lord's specimen labels: 285-5a. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.285_5a"	"urn:cite:botcar:LordFolios.HS285_005"	"urn:cite:fufolioimg:BotCarLord.Lord_HS285_005_2369@0.1351,0.3075,0.3674,0.2114"	"These are twigs of the maple, with blossoms of a dark red color. Gathered Mar. 17, 1704, at which time most of the trees had dropt their Blossoms; but I met with two, one whereof was full out in blossom the other not fully blown; &amp; accordingly you have smaller on one &amp; full blossoms on the other twig."
"Joseph Lord's specimen labels: 285-5b. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.285_5b"	"urn:cite:botcar:LordFolios.HS285_005"	"urn:cite:fufolioimg:BotCarLord.Lord_HS285_005_2369@0.4685,0.4241,0.3113,0.1199"	"The end of a branch, &amp; the fruit of the shrub which we commonly call Fishpoison, because the root put into the bottom of a basket &amp; the basket much moved to and again in a small pond of standing water, makes all the fish (or the most) in such a Pond to turn up their bellies and so rise to the top of the water as if they were dead, when yet they are taken &amp; eaten without harm. Gathered, Sept. 29, 1704. And grows in our Pastures to our great detriment."
"Joseph Lord's specimen labels: 285-8. Transcribed by A. Blackwell"	"urn:cite:botcar:lordLabels.285_8"	"urn:cite:botcar:LordFolios.HS285_008"	"urn:cite:fufolioimg:BotCarLord.Lord_HS285_008_2370@0.1712,0.6726,0.3564,0.1107"	"This Plant grows not to any great bigness. I have not seen any that grew above three foot high. And indeed it is but lately that I have taken any notice of it &amp; that I have at all was occasioned by an Indian who commends it for the Head-ack in such as have Agues. When it is green the leaf smells much like Potatoes beginning to rot. Gathered about the middle of Sept., 1704."
