Siglum,Sequence,folioURN,RV,MS,CodexURN
CatesbyNH1,128,urn:cite:botcar:CatesbyNH1.057,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,129,urn:cite:botcar:CatesbyNH1.058,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,130,urn:cite:botcar:CatesbyNH1.t058,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,131,urn:cite:botcar:CatesbyNH1.t059,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,132,urn:cite:botcar:CatesbyNH1.059,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,133,urn:cite:botcar:CatesbyNH1.060,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,134,urn:cite:botcar:CatesbyNH1.t060,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,135,urn:cite:botcar:CatesbyNH1.t061,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,136,urn:cite:botcar:CatesbyNH1.061,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,137,urn:cite:botcar:CatesbyNH1.062,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,138,urn:cite:botcar:CatesbyNH1.t062,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,139,urn:cite:botcar:CatesbyNH1.t063,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,140,urn:cite:botcar:CatesbyNH1.063,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,141,urn:cite:botcar:CatesbyNH1.064,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,142,urn:cite:botcar:CatesbyNH1.t064,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,143,urn:cite:botcar:CatesbyNH1.t065,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,144,urn:cite:botcar:CatesbyNH1.065,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,145,urn:cite:botcar:CatesbyNH1.066,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,146,urn:cite:botcar:CatesbyNH1.t066,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,147,urn:cite:botcar:CatesbyNH1.t067,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,148,urn:cite:botcar:CatesbyNH1.067,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,149,urn:cite:botcar:CatesbyNH1.068,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,150,urn:cite:botcar:CatesbyNH1.t068,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,151,urn:cite:botcar:CatesbyNH1.t069,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,152,urn:cite:botcar:CatesbyNH1.069,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,153,urn:cite:botcar:CatesbyNH1.070,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,154,urn:cite:botcar:CatesbyNH1.t070,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,155,urn:cite:botcar:CatesbyNH1.t071,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,156,urn:cite:botcar:CatesbyNH1.071,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,157,urn:cite:botcar:CatesbyNH1.072,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,158,urn:cite:botcar:CatesbyNH1.t072,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,159,urn:cite:botcar:CatesbyNH1.t073,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,160,urn:cite:botcar:CatesbyNH1.073,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,161,urn:cite:botcar:CatesbyNH1.074,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,162,urn:cite:botcar:CatesbyNH1.t074,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,163,urn:cite:botcar:CatesbyNH1.t075,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,164,urn:cite:botcar:CatesbyNH1.075,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,165,urn:cite:botcar:CatesbyNH1.076,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,166,urn:cite:botcar:CatesbyNH1.t076,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,167,urn:cite:botcar:CatesbyNH1.t077,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,168,urn:cite:botcar:CatesbyNH1.077,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,169,urn:cite:botcar:CatesbyNH1.078,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,170,urn:cite:botcar:CatesbyNH1.t078,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,171,urn:cite:botcar:CatesbyNH1.t079,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,172,urn:cite:botcar:CatesbyNH1.079,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,173,urn:cite:botcar:CatesbyNH1.080,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,174,urn:cite:botcar:CatesbyNH1.t080,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,175,urn:cite:botcar:CatesbyNH1.t081,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,176,urn:cite:botcar:CatesbyNH1.081,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,177,urn:cite:botcar:CatesbyNH1.082,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,178,urn:cite:botcar:CatesbyNH1.t082,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,179,urn:cite:botcar:CatesbyNH1.t083,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,180,urn:cite:botcar:CatesbyNH1.083,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,181,urn:cite:botcar:CatesbyNH1.084,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,182,urn:cite:botcar:CatesbyNH1.t084,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,183,urn:cite:botcar:CatesbyNH1.t085,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,184,urn:cite:botcar:CatesbyNH1.085,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,185,urn:cite:botcar:CatesbyNH1.086,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,186,urn:cite:botcar:CatesbyNH1.t086,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,187,urn:cite:botcar:CatesbyNH1.t087,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,188,urn:cite:botcar:CatesbyNH1.087,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,189,urn:cite:botcar:CatesbyNH1.088,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,190,urn:cite:botcar:CatesbyNH1.t088,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,191,urn:cite:botcar:CatesbyNH1.t089,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,192,urn:cite:botcar:CatesbyNH1.089,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,193,urn:cite:botcar:CatesbyNH1.090,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,194,urn:cite:botcar:CatesbyNH1.t090,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,195,urn:cite:botcar:CatesbyNH1.t091,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,196,urn:cite:botcar:CatesbyNH1.091,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,197,urn:cite:botcar:CatesbyNH1.092,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,198,urn:cite:botcar:CatesbyNH1.t092,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,199,urn:cite:botcar:CatesbyNH1.t093,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,200,urn:cite:botcar:CatesbyNH1.093,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,201,urn:cite:botcar:CatesbyNH1.094,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,202,urn:cite:botcar:CatesbyNH1.t094,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,203,urn:cite:botcar:CatesbyNH1.t095,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,204,urn:cite:botcar:CatesbyNH1.095,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,205,urn:cite:botcar:CatesbyNH1.096,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,206,urn:cite:botcar:CatesbyNH1.t096,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,207,urn:cite:botcar:CatesbyNH1.t097,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,208,urn:cite:botcar:CatesbyNH1.097,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,209,urn:cite:botcar:CatesbyNH1.098,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,210,urn:cite:botcar:CatesbyNH1.t098,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,211,urn:cite:botcar:CatesbyNH1.t099,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,212,urn:cite:botcar:CatesbyNH1.099,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,213,urn:cite:botcar:CatesbyNH1.100,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,214,urn:cite:botcar:CatesbyNH1.t100,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,215,urn:cite:botcar:CatesbyNH1.t101,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,216,urn:cite:botcar:CatesbyNH1.101,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,217,urn:cite:botcar:CatesbyNH1.102,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,218,urn:cite:botcar:CatesbyNH1.t102,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,219,urn:cite:botcar:CatesbyNH1.t103,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,220,urn:cite:botcar:CatesbyNH1.103,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,221,urn:cite:botcar:CatesbyNH1.104,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,222,urn:cite:botcar:CatesbyNH1.t104,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,223,urn:cite:botcar:CatesbyNH1.t105,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,224,urn:cite:botcar:CatesbyNH1.105,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,225,urn:cite:botcar:CatesbyNH1.106,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,226,urn:cite:botcar:CatesbyNH1.t106,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,227,urn:cite:botcar:CatesbyNH1.t107,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,228,urn:cite:botcar:CatesbyNH1.107,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,229,urn:cite:botcar:CatesbyNH1.108,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,230,urn:cite:botcar:CatesbyNH1.t108,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,231,urn:cite:botcar:CatesbyNH1.t109,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,232,urn:cite:botcar:CatesbyNH1.109,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,233,urn:cite:botcar:CatesbyNH1.110,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,234,urn:cite:botcar:CatesbyNH1.t110,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,235,urn:cite:botcar:CatesbyNH1.t111,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,236,urn:cite:botcar:CatesbyNH1.111,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,237,urn:cite:botcar:CatesbyNH1.112,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,238,urn:cite:botcar:CatesbyNH1.t112,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,239,urn:cite:botcar:CatesbyNH1.t113,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,240,urn:cite:botcar:CatesbyNH1.113,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,241,urn:cite:botcar:CatesbyNH1.114,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,242,urn:cite:botcar:CatesbyNH1.t114,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,243,urn:cite:botcar:CatesbyNH1.t115,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,244,urn:cite:botcar:CatesbyNH1.115,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,245,urn:cite:botcar:CatesbyNH1.116,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,246,urn:cite:botcar:CatesbyNH1.t116,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,247,urn:cite:botcar:CatesbyNH1.t117,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,248,urn:cite:botcar:CatesbyNH1.117,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,249,urn:cite:botcar:CatesbyNH1.118,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,250,urn:cite:botcar:CatesbyNH1.t118,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,251,urn:cite:botcar:CatesbyNH1.t119,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,252,urn:cite:botcar:CatesbyNH1.119,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,253,urn:cite:botcar:CatesbyNH1.120,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,254,urn:cite:botcar:CatesbyNH1.t120,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
CatesbyNH1,255,urn:cite:botcar:CatesbyNH1.t120verso,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 1 (1754)",urn:cite:botcar:codex.CatesbyNH1
