Siglum,Sequence,folioURN,RV,MS,CodexURN
CatesbyNH2,128,urn:cite:botcar:CatesbyNH2.061,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,129,urn:cite:botcar:CatesbyNH2.062,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,130,urn:cite:botcar:CatesbyNH2.t062,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,131,urn:cite:botcar:CatesbyNH2.t063,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,132,urn:cite:botcar:CatesbyNH2.063,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,133,urn:cite:botcar:CatesbyNH2.064,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,134,urn:cite:botcar:CatesbyNH2.t064,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,135,urn:cite:botcar:CatesbyNH2.t065,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,136,urn:cite:botcar:CatesbyNH2.065,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,137,urn:cite:botcar:CatesbyNH2.066,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,138,urn:cite:botcar:CatesbyNH2.t066,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,139,urn:cite:botcar:CatesbyNH2.t067,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,140,urn:cite:botcar:CatesbyNH2.067,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,141,urn:cite:botcar:CatesbyNH2.068,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,142,urn:cite:botcar:CatesbyNH2.t068,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,143,urn:cite:botcar:CatesbyNH2.t069,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,144,urn:cite:botcar:CatesbyNH2.069,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,145,urn:cite:botcar:CatesbyNH2.070,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,146,urn:cite:botcar:CatesbyNH2.t070,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,147,urn:cite:botcar:CatesbyNH2.t071,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,148,urn:cite:botcar:CatesbyNH2.071,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,149,urn:cite:botcar:CatesbyNH2.072,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,150,urn:cite:botcar:CatesbyNH2.t072,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,151,urn:cite:botcar:CatesbyNH2.t073,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,152,urn:cite:botcar:CatesbyNH2.073,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,153,urn:cite:botcar:CatesbyNH2.074,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,154,urn:cite:botcar:CatesbyNH2.t074,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,155,urn:cite:botcar:CatesbyNH2.t075,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,156,urn:cite:botcar:CatesbyNH2.075,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,157,urn:cite:botcar:CatesbyNH2.076,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,158,urn:cite:botcar:CatesbyNH2.t076,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,159,urn:cite:botcar:CatesbyNH2.t077,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,160,urn:cite:botcar:CatesbyNH2.077,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,161,urn:cite:botcar:CatesbyNH2.078,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,162,urn:cite:botcar:CatesbyNH2.t078,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,163,urn:cite:botcar:CatesbyNH2.t079,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,164,urn:cite:botcar:CatesbyNH2.079,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,165,urn:cite:botcar:CatesbyNH2.080,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,166,urn:cite:botcar:CatesbyNH2.t080,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,167,urn:cite:botcar:CatesbyNH2.t081,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,168,urn:cite:botcar:CatesbyNH2.081,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,169,urn:cite:botcar:CatesbyNH2.082,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,170,urn:cite:botcar:CatesbyNH2.t082,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,171,urn:cite:botcar:CatesbyNH2.t083,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,172,urn:cite:botcar:CatesbyNH2.083,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,173,urn:cite:botcar:CatesbyNH2.084,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,174,urn:cite:botcar:CatesbyNH2.t084,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,175,urn:cite:botcar:CatesbyNH2.t085,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,176,urn:cite:botcar:CatesbyNH2.085,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,177,urn:cite:botcar:CatesbyNH2.086,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,178,urn:cite:botcar:CatesbyNH2.t086,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,179,urn:cite:botcar:CatesbyNH2.t087,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,180,urn:cite:botcar:CatesbyNH2.087,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,181,urn:cite:botcar:CatesbyNH2.088,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,182,urn:cite:botcar:CatesbyNH2.t088,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,183,urn:cite:botcar:CatesbyNH2.t089,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,184,urn:cite:botcar:CatesbyNH2.089,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,185,urn:cite:botcar:CatesbyNH2.090,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,186,urn:cite:botcar:CatesbyNH2.t090,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,187,urn:cite:botcar:CatesbyNH2.t091,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,188,urn:cite:botcar:CatesbyNH2.091,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,189,urn:cite:botcar:CatesbyNH2.092,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,190,urn:cite:botcar:CatesbyNH2.t092,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,191,urn:cite:botcar:CatesbyNH2.t093,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,192,urn:cite:botcar:CatesbyNH2.093,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,193,urn:cite:botcar:CatesbyNH2.094,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,194,urn:cite:botcar:CatesbyNH2.t094,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,195,urn:cite:botcar:CatesbyNH2.t095,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,196,urn:cite:botcar:CatesbyNH2.095,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,197,urn:cite:botcar:CatesbyNH2.096,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,198,urn:cite:botcar:CatesbyNH2.t096,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,199,urn:cite:botcar:CatesbyNH2.t097,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,200,urn:cite:botcar:CatesbyNH2.097,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,201,urn:cite:botcar:CatesbyNH2.098,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,202,urn:cite:botcar:CatesbyNH2.t098,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,203,urn:cite:botcar:CatesbyNH2.t099,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,204,urn:cite:botcar:CatesbyNH2.099,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,205,urn:cite:botcar:CatesbyNH2.100,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,206,urn:cite:botcar:CatesbyNH2.t100,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,207,urn:cite:botcar:CatesbyNH2.map,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,208,urn:cite:botcar:CatesbyNH2.101,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,209,urn:cite:botcar:CatesbyNH2.102,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,210,urn:cite:botcar:CatesbyNH2.103,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,211,urn:cite:botcar:CatesbyNH2.104,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,212,urn:cite:botcar:CatesbyNH2.105,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,213,urn:cite:botcar:CatesbyNH2.106,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,214,urn:cite:botcar:CatesbyNH2.107,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,215,urn:cite:botcar:CatesbyNH2.108,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,216,urn:cite:botcar:CatesbyNH2.109,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,217,urn:cite:botcar:CatesbyNH2.110,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,218,urn:cite:botcar:CatesbyNH2.111,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,219,urn:cite:botcar:CatesbyNH2.112,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,220,urn:cite:botcar:CatesbyNH2.113,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,221,urn:cite:botcar:CatesbyNH2.114,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,222,urn:cite:botcar:CatesbyNH2.115,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,223,urn:cite:botcar:CatesbyNH2.116,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,224,urn:cite:botcar:CatesbyNH2.117,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,225,urn:cite:botcar:CatesbyNH2.118,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,226,urn:cite:botcar:CatesbyNH2.119,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,227,urn:cite:botcar:CatesbyNH2.120,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,228,urn:cite:botcar:CatesbyNH2.121,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,229,urn:cite:botcar:CatesbyNH2.122,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,230,urn:cite:botcar:CatesbyNH2.123,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,231,urn:cite:botcar:CatesbyNH2.124,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,232,urn:cite:botcar:CatesbyNH2.125,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,233,urn:cite:botcar:CatesbyNH2.126,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,234,urn:cite:botcar:CatesbyNH2.127,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,235,urn:cite:botcar:CatesbyNH2.128,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,236,urn:cite:botcar:CatesbyNH2.129,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,237,urn:cite:botcar:CatesbyNH2.130,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,238,urn:cite:botcar:CatesbyNH2.131,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,239,urn:cite:botcar:CatesbyNH2.132,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,240,urn:cite:botcar:CatesbyNH2.133,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,241,urn:cite:botcar:CatesbyNH2.134,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,242,urn:cite:botcar:CatesbyNH2.135,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,243,urn:cite:botcar:CatesbyNH2.136,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,244,urn:cite:botcar:CatesbyNH2.137,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,245,urn:cite:botcar:CatesbyNH2.138,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,246,urn:cite:botcar:CatesbyNH2.139,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,247,urn:cite:botcar:CatesbyNH2.140,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,248,urn:cite:botcar:CatesbyNH2.141,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,249,urn:cite:botcar:CatesbyNH2.142,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,250,urn:cite:botcar:CatesbyNH2.143,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,251,urn:cite:botcar:CatesbyNH2.144,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,252,urn:cite:botcar:CatesbyNH2.145,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,253,urn:cite:botcar:CatesbyNH2.146,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,254,urn:cite:botcar:CatesbyNH2.147,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,255,urn:cite:botcar:CatesbyNH2.148,verso,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
CatesbyNH2,256,urn:cite:botcar:CatesbyNH2.149,recto,"Mark Catesby, F.R.S., The Natural History of Carolina, Florida, and the Bahama Islands, vol. 2 (1754)",urn:cite:botcar:codex.CatesbyNH2
